Bank,Loan_Type,Amount,Interest_Rate,Issue_Date,Tenor_Years,Status,Is_NPA,Region,Amount_Band,Issue_Year,Issue_Month
Barclays,Business Loan,1881665.78,11.23,2019-07-26,5,Current,0,UK,500K+,2019,7
Barclays,Mortgage,488060.81,8.37,2023-12-15,20,Current,0,Asia,200-500K,2023,12
Barclays,Auto Loan,42712.94,8.82,2020-05-01,3,Current,0,Europe,10-50K,2020,5
Barclays,Business Loan,519111.02,3.59,2019-04-06,25,60-day DPD,0,UK,500K+,2019,4
Barclays,Mortgage,440175.24,7.7,2020-01-28,1,Current,0,Middle East,200-500K,2020,1
Barclays,Mortgage,190899.63,7.54,2021-05-05,3,Current,0,Asia,50-200K,2021,5
Barclays,Credit Card,20960.89,4.79,2022-03-07,25,Current,0,US,10-50K,2022,3
Barclays,Auto Loan,53362.24,7.57,2020-01-19,5,Current,0,Europe,50-200K,2020,1
Barclays,Business Loan,1631923.26,11.75,2021-04-02,5,Current,0,Asia,500K+,2021,4
Barclays,Mortgage,376739.01,5.7,2019-08-24,5,Current,0,UK,200-500K,2019,8
Barclays,Business Loan,80895.89,4.1,2022-03-10,1,Current,0,Asia,50-200K,2022,3
Barclays,Auto Loan,46546.45,11.15,2023-02-21,2,Current,0,UK,10-50K,2023,2
Barclays,Personal Loan,37851.63,10.68,2019-01-10,1,Current,0,Middle East,10-50K,2019,1
Barclays,Personal Loan,5552.9,7.08,2020-01-15,30,Current,0,UK,<10K,2020,1
Barclays,Mortgage,135251.96,10.97,2022-12-10,15,Current,0,Europe,50-200K,2022,12
Barclays,Mortgage,379626.46,11.22,2023-07-05,3,Current,0,US,200-500K,2023,7
Barclays,Mortgage,493908.43,4.41,2021-09-21,1,Current,0,UK,200-500K,2021,9
Barclays,Business Loan,1289610.8,4.07,2019-07-13,30,Current,0,US,500K+,2019,7
Barclays,Business Loan,71387.64,6.84,2020-02-28,2,Current,0,UK,50-200K,2020,2
Barclays,Mortgage,460735.73,10.39,2021-01-29,1,Current,0,Asia,200-500K,2021,1
Barclays,Personal Loan,10712.07,8.22,2020-03-08,10,Current,0,Europe,10-50K,2020,3
Barclays,Personal Loan,12447.85,11.67,2020-03-20,5,Current,0,US,10-50K,2020,3
Barclays,Personal Loan,7952.88,3.59,2021-08-21,3,Current,0,Asia,<10K,2021,8
Barclays,Mortgage,156251.58,6.28,2022-12-31,25,Current,0,US,50-200K,2022,12
Barclays,Personal Loan,5018.24,11.12,2023-02-24,3,Current,0,US,<10K,2023,2
Barclays,Business Loan,141531.52,7.9,2021-11-22,1,Current,0,Asia,50-200K,2021,11
Barclays,Business Loan,229455.94,8.63,2021-04-17,3,Current,0,UK,200-500K,2021,4
Barclays,Business Loan,1715502.0,8.96,2019-01-02,20,Current,0,Middle East,500K+,2019,1
Barclays,Business Loan,614551.9,8.93,2019-07-26,2,Current,0,UK,500K+,2019,7
Barclays,Credit Card,14605.68,10.12,2020-10-06,2,Current,0,Europe,10-50K,2020,10
Barclays,Mortgage,426211.28,4.92,2023-12-26,15,Current,0,Middle East,200-500K,2023,12
Barclays,Auto Loan,36852.12,6.71,2022-11-10,1,Current,0,UK,10-50K,2022,11
Barclays,Mortgage,157567.01,11.38,2021-02-28,1,Current,0,UK,50-200K,2021,2
Barclays,Business Loan,1714424.91,11.4,2022-04-08,3,Current,0,UK,500K+,2022,4
Barclays,Mortgage,389582.55,10.67,2023-04-21,15,Current,0,Asia,200-500K,2023,4
Barclays,Business Loan,229439.89,9.95,2022-05-08,1,Current,0,UK,200-500K,2022,5
Barclays,Personal Loan,40126.84,11.63,2022-08-07,1,Current,0,Europe,10-50K,2022,8
Barclays,Business Loan,493392.41,9.68,2019-12-03,1,Current,0,UK,200-500K,2019,12
Barclays,Mortgage,137520.47,4.4,2022-07-09,1,Current,0,Asia,50-200K,2022,7
Barclays,Mortgage,220778.58,11.23,2021-03-09,3,Current,0,UK,200-500K,2021,3
Barclays,Mortgage,123662.11,4.34,2019-08-12,25,60-day DPD,0,Europe,50-200K,2019,8
Barclays,Credit Card,5001.66,9.57,2023-07-29,10,Written Off,1,Europe,<10K,2023,7
Barclays,Personal Loan,33252.87,11.81,2022-03-14,1,60-day DPD,0,UK,10-50K,2022,3
Barclays,Mortgage,330034.41,7.61,2022-06-21,20,Current,0,UK,200-500K,2022,6
Barclays,Auto Loan,17195.85,7.63,2021-10-04,2,Current,0,US,10-50K,2021,10
Barclays,Mortgage,417491.54,6.33,2020-06-23,5,Current,0,Europe,200-500K,2020,6
Barclays,Auto Loan,30957.3,4.28,2019-03-26,10,Current,0,Asia,10-50K,2019,3
Barclays,Credit Card,5710.98,6.87,2021-12-25,30,Current,0,US,<10K,2021,12
Barclays,Auto Loan,13830.44,7.04,2019-02-18,30,Current,0,Asia,10-50K,2019,2
Barclays,Business Loan,304215.68,10.87,2020-04-07,5,Current,0,Europe,200-500K,2020,4
Barclays,Auto Loan,46979.51,8.65,2021-08-29,1,Current,0,Europe,10-50K,2021,8
Barclays,Business Loan,1274030.68,7.34,2023-07-21,2,Current,0,Middle East,500K+,2023,7
Barclays,Personal Loan,8518.58,10.16,2022-05-07,5,Current,0,UK,<10K,2022,5
Barclays,Mortgage,178801.3,10.76,2022-08-16,15,90+ DPD,1,UK,50-200K,2022,8
Barclays,Business Loan,126422.87,9.03,2023-08-09,1,Current,0,UK,50-200K,2023,8
Barclays,Business Loan,1453762.22,5.12,2021-08-15,15,Current,0,UK,500K+,2021,8
Barclays,Auto Loan,22213.66,9.12,2019-01-21,3,Current,0,US,10-50K,2019,1
Barclays,Mortgage,474694.42,9.43,2021-05-11,2,Current,0,US,200-500K,2021,5
Barclays,Business Loan,571557.81,5.02,2022-07-05,2,Current,0,Europe,500K+,2022,7
Barclays,Mortgage,214314.29,10.07,2020-11-20,3,Current,0,Asia,200-500K,2020,11
Barclays,Auto Loan,36229.91,4.76,2020-04-09,15,Current,0,US,10-50K,2020,4
Barclays,Mortgage,114281.62,5.1,2023-02-07,1,Current,0,Europe,50-200K,2023,2
Barclays,Mortgage,214460.75,9.73,2021-09-21,20,Current,0,Asia,200-500K,2021,9
Barclays,Business Loan,1289789.34,9.3,2022-09-21,1,Current,0,UK,500K+,2022,9
Barclays,Personal Loan,32028.38,12.37,2023-09-29,3,Current,0,US,10-50K,2023,9
Barclays,Personal Loan,35920.6,8.93,2019-11-01,25,Current,0,Middle East,10-50K,2019,11
Barclays,Business Loan,1450603.39,4.1,2023-11-23,3,Current,0,Middle East,500K+,2023,11
Barclays,Personal Loan,29493.29,12.28,2022-09-01,1,Current,0,Europe,10-50K,2022,9
Barclays,Credit Card,5923.79,11.02,2021-09-26,3,Current,0,UK,<10K,2021,9
Barclays,Personal Loan,49048.7,8.88,2019-02-27,15,Current,0,Asia,10-50K,2019,2
Barclays,Mortgage,297201.32,12.5,2021-12-07,25,Current,0,Asia,200-500K,2021,12
Barclays,Mortgage,195908.06,8.9,2023-03-05,30,Current,0,UK,50-200K,2023,3
Barclays,Credit Card,7996.42,5.29,2023-08-22,25,Current,0,Europe,<10K,2023,8
Barclays,Mortgage,129289.54,4.24,2020-06-23,2,Current,0,US,50-200K,2020,6
Barclays,Mortgage,293962.65,6.0,2020-06-04,15,Current,0,US,200-500K,2020,6
Barclays,Personal Loan,30219.41,11.05,2023-03-12,20,Current,0,UK,10-50K,2023,3
Barclays,Mortgage,229545.56,9.83,2023-11-24,5,Current,0,Asia,200-500K,2023,11
Barclays,Credit Card,13116.45,11.37,2021-05-06,3,60-day DPD,0,Europe,10-50K,2021,5
Barclays,Auto Loan,12649.06,10.7,2022-10-11,1,Current,0,US,10-50K,2022,10
Barclays,Mortgage,263416.57,8.83,2021-06-10,10,Current,0,US,200-500K,2021,6
Barclays,Personal Loan,18740.06,8.63,2023-05-21,5,Current,0,UK,10-50K,2023,5
Barclays,Personal Loan,5200.16,8.07,2023-12-25,3,Current,0,UK,<10K,2023,12
Barclays,Personal Loan,12975.92,5.23,2023-02-16,1,Current,0,US,10-50K,2023,2
Barclays,Personal Loan,38341.11,10.34,2023-12-09,3,Current,0,Europe,10-50K,2023,12
Barclays,Personal Loan,39410.63,5.6,2019-02-07,1,Current,0,Asia,10-50K,2019,2
Barclays,Credit Card,8925.03,12.13,2020-12-28,2,Current,0,Europe,<10K,2020,12
Barclays,Mortgage,220333.52,8.68,2019-03-08,30,Current,0,Asia,200-500K,2019,3
Barclays,Credit Card,10569.94,6.47,2022-06-09,3,Current,0,UK,10-50K,2022,6
Barclays,Auto Loan,37921.18,9.59,2019-03-15,20,90+ DPD,1,Asia,10-50K,2019,3
Barclays,Mortgage,268581.71,4.22,2023-09-22,20,Current,0,Europe,200-500K,2023,9
Barclays,Mortgage,434860.92,10.28,2023-08-21,25,Current,0,Middle East,200-500K,2023,8
Barclays,Auto Loan,30118.24,5.14,2023-05-26,3,Current,0,Asia,10-50K,2023,5
Barclays,Business Loan,1600935.27,8.45,2021-08-07,25,Current,0,Asia,500K+,2021,8
Barclays,Business Loan,1433032.68,8.47,2020-01-05,3,30-day DPD,0,Europe,500K+,2020,1
Barclays,Personal Loan,34582.63,11.46,2023-09-19,30,Current,0,Europe,10-50K,2023,9
Barclays,Personal Loan,29980.06,11.84,2021-08-05,30,Current,0,US,10-50K,2021,8
Barclays,Mortgage,232444.86,7.08,2021-02-28,1,Current,0,Europe,200-500K,2021,2
Barclays,Personal Loan,29775.91,6.92,2022-02-13,2,Current,0,US,10-50K,2022,2
Barclays,Business Loan,479392.14,8.88,2020-02-13,10,Current,0,Europe,200-500K,2020,2
Barclays,Mortgage,210189.75,4.46,2020-01-07,2,Current,0,Europe,200-500K,2020,1
Barclays,Credit Card,22161.81,4.83,2021-02-10,1,Current,0,US,10-50K,2021,2
Barclays,Mortgage,309646.49,10.73,2022-07-18,2,Current,0,UK,200-500K,2022,7
Barclays,Business Loan,1261253.21,11.73,2021-11-30,20,Current,0,US,500K+,2021,11
Barclays,Mortgage,289146.98,7.09,2020-01-06,5,Current,0,Asia,200-500K,2020,1
Barclays,Personal Loan,30958.9,4.81,2023-08-18,25,Current,0,US,10-50K,2023,8
Barclays,Mortgage,121030.69,3.74,2022-03-23,3,Current,0,UK,50-200K,2022,3
Barclays,Business Loan,1439212.18,8.71,2022-06-20,10,Current,0,UK,500K+,2022,6
Barclays,Mortgage,440575.59,10.22,2020-03-21,5,Current,0,US,200-500K,2020,3
Barclays,Auto Loan,39507.98,4.17,2023-04-18,1,Current,0,UK,10-50K,2023,4
Barclays,Personal Loan,31326.43,12.17,2021-11-19,3,Current,0,US,10-50K,2021,11
Barclays,Credit Card,6843.78,4.91,2019-05-23,10,Current,0,UK,<10K,2019,5
Barclays,Mortgage,93706.57,9.05,2019-05-12,10,Current,0,Europe,50-200K,2019,5
Barclays,Mortgage,205671.17,7.67,2020-10-18,1,30-day DPD,0,UK,200-500K,2020,10
Barclays,Mortgage,307212.22,10.47,2022-08-21,10,30-day DPD,0,Asia,200-500K,2022,8
Barclays,Personal Loan,34517.17,9.12,2019-09-29,30,Current,0,Asia,10-50K,2019,9
Barclays,Mortgage,187652.12,4.49,2020-01-17,10,Current,0,UK,50-200K,2020,1
Barclays,Business Loan,982805.11,12.34,2020-06-30,25,Current,0,Asia,500K+,2020,6
Barclays,Business Loan,1363794.91,8.77,2021-12-01,20,Current,0,Asia,500K+,2021,12
Barclays,Auto Loan,52906.12,5.92,2023-05-05,3,Current,0,Asia,50-200K,2023,5
Barclays,Mortgage,274346.95,11.46,2022-05-31,3,Current,0,UK,200-500K,2022,5
Barclays,Auto Loan,26126.94,12.11,2023-08-20,1,Current,0,US,10-50K,2023,8
Barclays,Mortgage,274292.33,10.58,2021-11-29,30,Current,0,UK,200-500K,2021,11
Barclays,Mortgage,224953.72,7.12,2020-11-07,25,Current,0,Asia,200-500K,2020,11
Barclays,Business Loan,955678.26,11.09,2022-08-31,5,Current,0,US,500K+,2022,8
Barclays,Mortgage,441651.17,10.0,2023-06-19,30,Current,0,UK,200-500K,2023,6
Barclays,Mortgage,137257.1,7.96,2021-10-29,30,Current,0,UK,50-200K,2021,10
Barclays,Business Loan,719174.97,7.63,2022-09-14,10,Current,0,Europe,500K+,2022,9
Barclays,Credit Card,11465.82,7.95,2022-05-03,20,Current,0,Asia,10-50K,2022,5
Barclays,Business Loan,432255.78,8.99,2022-01-21,10,Current,0,UK,200-500K,2022,1
Barclays,Mortgage,426958.76,7.95,2021-12-29,20,60-day DPD,0,UK,200-500K,2021,12
Barclays,Mortgage,128784.7,11.13,2023-01-08,20,Current,0,UK,50-200K,2023,1
Barclays,Mortgage,264010.54,3.82,2021-08-23,5,Current,0,US,200-500K,2021,8
Barclays,Auto Loan,22987.95,7.43,2021-12-09,5,Current,0,UK,10-50K,2021,12
Barclays,Mortgage,252752.15,5.57,2021-05-14,2,Current,0,Asia,200-500K,2021,5
Barclays,Personal Loan,46257.43,10.8,2022-12-21,5,Current,0,US,10-50K,2022,12
Barclays,Mortgage,429364.7,5.14,2021-02-28,10,Current,0,Europe,200-500K,2021,2
Barclays,Auto Loan,55302.93,9.62,2022-08-23,1,Current,0,UK,50-200K,2022,8
Barclays,Mortgage,160904.69,5.67,2019-10-22,5,Current,0,UK,50-200K,2019,10
Barclays,Personal Loan,10588.0,3.69,2021-06-03,2,30-day DPD,0,UK,10-50K,2021,6
Barclays,Mortgage,306494.57,5.7,2023-10-26,30,Current,0,Asia,200-500K,2023,10
Barclays,Business Loan,516394.31,5.35,2022-11-30,25,Current,0,UK,500K+,2022,11
Barclays,Personal Loan,29938.04,6.91,2023-04-03,3,Current,0,Europe,10-50K,2023,4
Barclays,Mortgage,471742.6,5.36,2019-09-16,25,Current,0,US,200-500K,2019,9
Barclays,Credit Card,15045.44,4.63,2022-05-19,10,Current,0,US,10-50K,2022,5
Barclays,Mortgage,408786.21,11.37,2019-01-18,5,Current,0,UK,200-500K,2019,1
Barclays,Mortgage,253499.74,8.76,2023-07-16,1,Current,0,US,200-500K,2023,7
Barclays,Auto Loan,31876.53,4.32,2023-12-21,1,Current,0,Europe,10-50K,2023,12
Barclays,Credit Card,1589.07,11.42,2023-11-11,25,Current,0,UK,<10K,2023,11
Barclays,Mortgage,286270.82,9.75,2020-11-19,5,Current,0,US,200-500K,2020,11
Barclays,Personal Loan,42900.58,8.04,2023-11-16,20,Current,0,Asia,10-50K,2023,11
Barclays,Mortgage,85499.81,5.33,2020-06-07,30,Current,0,US,50-200K,2020,6
Barclays,Personal Loan,9663.74,8.66,2023-10-17,3,Current,0,Europe,<10K,2023,10
Barclays,Mortgage,81231.3,10.76,2022-03-12,30,Current,0,US,50-200K,2022,3
Barclays,Business Loan,1203191.61,7.08,2022-10-04,3,Current,0,Asia,500K+,2022,10
Barclays,Mortgage,330112.09,11.62,2021-05-29,1,Current,0,US,200-500K,2021,5
Barclays,Credit Card,10413.46,7.53,2019-02-17,20,Current,0,Asia,10-50K,2019,2
Barclays,Personal Loan,30664.42,6.58,2021-06-21,1,90+ DPD,1,UK,10-50K,2021,6
Barclays,Credit Card,19662.56,12.16,2021-03-22,20,Current,0,US,10-50K,2021,3
Barclays,Personal Loan,48338.75,11.97,2021-01-07,30,Current,0,Europe,10-50K,2021,1
Barclays,Mortgage,256415.65,8.12,2022-01-24,30,Current,0,UK,200-500K,2022,1
Barclays,Auto Loan,15017.17,7.82,2020-01-31,2,Current,0,UK,10-50K,2020,1
Barclays,Business Loan,93943.93,6.27,2023-06-10,15,Current,0,UK,50-200K,2023,6
Barclays,Credit Card,19109.1,12.1,2019-10-05,10,Current,0,Asia,10-50K,2019,10
Barclays,Personal Loan,26515.59,8.3,2023-12-25,2,Current,0,US,10-50K,2023,12
Barclays,Credit Card,23600.75,6.99,2020-02-05,15,60-day DPD,0,UK,10-50K,2020,2
Barclays,Mortgage,198479.57,7.63,2021-10-24,30,Current,0,Europe,50-200K,2021,10
Barclays,Personal Loan,33585.8,10.21,2023-07-12,3,Current,0,UK,10-50K,2023,7
Barclays,Business Loan,1160035.1,7.8,2022-01-19,5,Current,0,Europe,500K+,2022,1
Barclays,Business Loan,608117.76,9.78,2023-05-13,5,Current,0,Asia,500K+,2023,5
Barclays,Mortgage,393169.55,11.17,2022-09-04,5,Current,0,US,200-500K,2022,9
Barclays,Mortgage,332765.46,10.73,2020-06-06,2,Current,0,Middle East,200-500K,2020,6
Barclays,Personal Loan,30806.23,8.34,2020-06-23,20,Current,0,US,10-50K,2020,6
Barclays,Mortgage,145140.74,8.34,2022-11-25,25,Current,0,Europe,50-200K,2022,11
Barclays,Personal Loan,28828.87,4.09,2019-05-30,2,Current,0,US,10-50K,2019,5
Barclays,Business Loan,106690.88,6.05,2022-05-25,25,Current,0,Asia,50-200K,2022,5
Barclays,Personal Loan,39952.03,7.99,2019-01-21,30,Current,0,UK,10-50K,2019,1
Barclays,Business Loan,1271611.29,10.45,2023-03-08,15,Current,0,US,500K+,2023,3
Barclays,Mortgage,317503.3,9.05,2020-06-18,10,Current,0,US,200-500K,2020,6
Barclays,Credit Card,23668.28,7.51,2022-12-13,10,Current,0,Europe,10-50K,2022,12
Barclays,Business Loan,1411256.74,4.94,2019-09-01,15,Current,0,US,500K+,2019,9
Barclays,Mortgage,324054.01,7.52,2021-09-19,10,Current,0,Middle East,200-500K,2021,9
Barclays,Mortgage,123871.21,9.26,2022-07-06,30,Current,0,Europe,50-200K,2022,7
Barclays,Auto Loan,55278.87,9.29,2020-05-06,1,Current,0,UK,50-200K,2020,5
Barclays,Mortgage,237998.93,8.67,2023-05-10,2,Current,0,Europe,200-500K,2023,5
Barclays,Credit Card,10875.05,8.58,2020-10-13,10,Current,0,UK,10-50K,2020,10
Barclays,Mortgage,368772.93,7.5,2019-03-31,25,Current,0,US,200-500K,2019,3
Barclays,Personal Loan,6694.98,5.24,2022-07-27,1,Current,0,Europe,<10K,2022,7
Barclays,Mortgage,495833.63,8.75,2023-01-01,15,Current,0,Europe,200-500K,2023,1
Barclays,Personal Loan,6132.2,4.15,2021-04-29,5,Current,0,US,<10K,2021,4
Barclays,Mortgage,274815.36,7.11,2019-04-28,1,Current,0,Europe,200-500K,2019,4
Barclays,Mortgage,350500.88,4.37,2022-06-09,1,Current,0,UK,200-500K,2022,6
Barclays,Business Loan,766278.99,10.53,2020-11-22,3,Current,0,US,500K+,2020,11
Barclays,Credit Card,10320.47,10.77,2022-11-01,20,Current,0,Middle East,10-50K,2022,11
Barclays,Business Loan,854173.61,12.13,2020-05-15,30,Current,0,Europe,500K+,2020,5
Barclays,Business Loan,639476.86,8.43,2022-01-21,25,Current,0,US,500K+,2022,1
Barclays,Personal Loan,30690.05,9.81,2021-12-23,2,Current,0,Europe,10-50K,2021,12
Barclays,Business Loan,1651873.8,3.53,2022-10-27,20,Current,0,UK,500K+,2022,10
Barclays,Mortgage,312643.38,5.49,2019-11-10,5,Current,0,Europe,200-500K,2019,11
Barclays,Business Loan,307054.06,8.38,2021-11-16,25,Current,0,Asia,200-500K,2021,11
Barclays,Personal Loan,38768.42,7.1,2019-10-25,10,Current,0,Middle East,10-50K,2019,10
Barclays,Mortgage,230387.63,10.51,2019-10-16,1,Current,0,Asia,200-500K,2019,10
Barclays,Auto Loan,52949.99,12.1,2021-04-15,3,Current,0,UK,50-200K,2021,4
Barclays,Auto Loan,43939.93,6.36,2020-11-29,25,Current,0,Europe,10-50K,2020,11
Barclays,Mortgage,414052.84,7.24,2020-03-29,1,Current,0,UK,200-500K,2020,3
Barclays,Personal Loan,7877.96,4.93,2020-03-13,5,Current,0,Asia,<10K,2020,3
Barclays,Personal Loan,39539.48,5.73,2022-05-17,25,Current,0,US,10-50K,2022,5
Barclays,Business Loan,864846.53,8.99,2022-10-24,5,Current,0,UK,500K+,2022,10
Barclays,Business Loan,1708818.43,11.48,2022-09-06,15,Current,0,UK,500K+,2022,9
Barclays,Business Loan,1603783.05,5.54,2020-03-12,10,Current,0,UK,500K+,2020,3
Barclays,Mortgage,165009.41,8.06,2022-09-29,25,Current,0,Asia,50-200K,2022,9
Barclays,Personal Loan,28075.55,6.64,2022-03-04,10,Current,0,UK,10-50K,2022,3
Barclays,Personal Loan,47070.0,4.98,2019-11-21,20,Current,0,US,10-50K,2019,11
Barclays,Auto Loan,52548.43,3.99,2021-01-15,25,Current,0,US,50-200K,2021,1
Barclays,Personal Loan,38110.97,5.87,2019-12-23,25,Current,0,Europe,10-50K,2019,12
Barclays,Auto Loan,23062.73,4.52,2022-07-07,1,Current,0,UK,10-50K,2022,7
Barclays,Mortgage,342235.0,9.0,2020-01-11,20,Current,0,Asia,200-500K,2020,1
Barclays,Business Loan,1029996.65,10.71,2019-10-01,15,Current,0,US,500K+,2019,10
Barclays,Mortgage,450204.72,6.57,2022-02-17,1,Current,0,Europe,200-500K,2022,2
Barclays,Business Loan,1630271.92,10.16,2022-12-14,3,30-day DPD,0,US,500K+,2022,12
Barclays,Personal Loan,40788.42,7.76,2023-12-09,3,Current,0,UK,10-50K,2023,12
Barclays,Auto Loan,36061.49,10.48,2023-02-12,30,Current,0,UK,10-50K,2023,2
Barclays,Personal Loan,43328.83,9.84,2019-02-16,10,Current,0,Europe,10-50K,2019,2
Barclays,Mortgage,222864.49,6.31,2022-11-24,1,Current,0,Middle East,200-500K,2022,11
Barclays,Business Loan,977761.26,11.61,2023-10-29,30,Current,0,UK,500K+,2023,10
Barclays,Mortgage,470186.27,9.63,2019-08-05,2,Current,0,Europe,200-500K,2019,8
Barclays,Personal Loan,49540.36,3.97,2020-08-29,30,Current,0,UK,10-50K,2020,8
Barclays,Business Loan,189415.17,9.59,2020-07-02,3,Current,0,UK,50-200K,2020,7
Barclays,Mortgage,377564.23,5.51,2022-08-23,3,Current,0,UK,200-500K,2022,8
Barclays,Personal Loan,10501.65,10.2,2020-09-09,5,Current,0,Europe,10-50K,2020,9
Barclays,Personal Loan,6433.6,10.25,2020-11-17,15,60-day DPD,0,US,<10K,2020,11
Barclays,Credit Card,5528.55,8.07,2023-04-02,1,Current,0,Asia,<10K,2023,4
Barclays,Mortgage,355761.13,3.59,2022-03-27,2,Current,0,US,200-500K,2022,3
Barclays,Auto Loan,46785.22,9.56,2021-07-20,3,Current,0,US,10-50K,2021,7
Barclays,Mortgage,173562.85,9.51,2023-02-26,3,Current,0,Europe,50-200K,2023,2
Barclays,Auto Loan,58091.0,4.18,2023-10-12,5,Current,0,UK,50-200K,2023,10
Barclays,Mortgage,324617.78,11.86,2022-05-18,10,Current,0,US,200-500K,2022,5
Barclays,Business Loan,491898.29,6.37,2019-04-15,5,Current,0,UK,200-500K,2019,4
Barclays,Auto Loan,30153.01,6.08,2022-04-10,30,Current,0,UK,10-50K,2022,4
Barclays,Mortgage,160908.1,11.2,2022-05-22,20,Current,0,US,50-200K,2022,5
Barclays,Credit Card,18217.72,8.08,2023-05-19,5,Current,0,UK,10-50K,2023,5
Barclays,Personal Loan,29222.53,12.22,2020-03-29,20,Current,0,US,10-50K,2020,3
Barclays,Mortgage,199301.37,8.62,2020-05-25,2,Current,0,Asia,50-200K,2020,5
Barclays,Personal Loan,10279.22,12.02,2021-06-04,15,Current,0,UK,10-50K,2021,6
Barclays,Mortgage,293810.69,4.47,2021-11-16,1,Current,0,US,200-500K,2021,11
Barclays,Personal Loan,5030.14,4.8,2021-05-13,30,Current,0,UK,<10K,2021,5
Barclays,Personal Loan,25119.82,5.92,2020-11-13,5,Current,0,Europe,10-50K,2020,11
Barclays,Auto Loan,50945.74,6.54,2022-04-27,30,Current,0,US,50-200K,2022,4
Barclays,Business Loan,1833994.37,11.96,2022-03-19,20,Current,0,Europe,500K+,2022,3
Barclays,Mortgage,358686.15,7.12,2022-06-06,10,Current,0,UK,200-500K,2022,6
Barclays,Business Loan,69565.23,4.54,2019-07-17,30,Current,0,Middle East,50-200K,2019,7
Barclays,Mortgage,374422.86,10.8,2021-05-17,2,Current,0,US,200-500K,2021,5
Barclays,Personal Loan,39254.48,8.07,2019-04-06,15,Current,0,Europe,10-50K,2019,4
Barclays,Personal Loan,15600.59,6.86,2023-06-09,3,60-day DPD,0,UK,10-50K,2023,6
Barclays,Business Loan,1947648.21,7.22,2021-09-29,15,Current,0,UK,500K+,2021,9
Barclays,Auto Loan,51470.62,4.62,2020-01-16,10,Current,0,Middle East,50-200K,2020,1
Barclays,Mortgage,340279.85,10.06,2019-10-14,15,Current,0,UK,200-500K,2019,10
Barclays,Credit Card,19468.21,7.92,2023-03-21,15,Current,0,UK,10-50K,2023,3
Barclays,Auto Loan,22625.69,5.87,2020-06-16,5,Current,0,Europe,10-50K,2020,6
Barclays,Mortgage,84914.31,6.41,2019-09-28,10,Current,0,UK,50-200K,2019,9
Barclays,Auto Loan,33800.82,9.08,2020-07-13,15,Current,0,Europe,10-50K,2020,7
Barclays,Auto Loan,37375.07,10.62,2023-10-23,1,Current,0,UK,10-50K,2023,10
Barclays,Mortgage,418940.86,8.43,2021-07-11,1,Current,0,US,200-500K,2021,7
Barclays,Business Loan,1711730.84,11.63,2020-11-22,1,Current,0,Europe,500K+,2020,11
Barclays,Business Loan,1328563.09,4.93,2019-10-27,5,Current,0,UK,500K+,2019,10
Barclays,Mortgage,183872.72,8.59,2020-07-08,2,Current,0,UK,50-200K,2020,7
Barclays,Credit Card,6055.68,10.0,2021-04-12,20,Current,0,Asia,<10K,2021,4
Barclays,Credit Card,12228.32,9.58,2021-07-13,1,Current,0,UK,10-50K,2021,7
Barclays,Personal Loan,45775.47,11.47,2019-12-28,20,Current,0,US,10-50K,2019,12
Barclays,Auto Loan,59553.48,10.13,2021-02-01,10,Current,0,UK,50-200K,2021,2
Barclays,Mortgage,107603.25,6.98,2022-12-10,25,Current,0,Asia,50-200K,2022,12
Barclays,Personal Loan,47161.73,11.88,2022-05-30,30,Current,0,US,10-50K,2022,5
Barclays,Business Loan,1051859.88,7.76,2019-08-11,5,Current,0,Europe,500K+,2019,8
Barclays,Mortgage,315847.9,7.32,2021-11-23,2,Current,0,Europe,200-500K,2021,11
Barclays,Personal Loan,37055.54,6.87,2023-08-13,25,Current,0,US,10-50K,2023,8
Barclays,Credit Card,6679.03,5.85,2019-01-01,5,Current,0,UK,<10K,2019,1
Barclays,Personal Loan,15985.11,12.3,2022-08-24,5,60-day DPD,0,US,10-50K,2022,8
Barclays,Auto Loan,36628.23,10.29,2023-06-19,30,Current,0,UK,10-50K,2023,6
Barclays,Credit Card,18562.93,4.16,2023-09-24,25,Current,0,Europe,10-50K,2023,9
Barclays,Mortgage,282711.14,4.33,2019-01-07,20,Current,0,UK,200-500K,2019,1
Barclays,Mortgage,186169.41,4.8,2020-02-18,1,Current,0,Asia,50-200K,2020,2
Barclays,Personal Loan,5915.79,6.19,2020-07-27,2,Current,0,Europe,<10K,2020,7
Barclays,Mortgage,333659.75,10.97,2022-06-29,20,Current,0,US,200-500K,2022,6
Barclays,Business Loan,564222.19,12.03,2023-09-28,20,Current,0,US,500K+,2023,9
